RSWKTag,year,subject,publisher_city,publisher,schoollevel,id,title,language,schooltype,author
"Geschichtsunterricht,Gymnasium,Lyzeum,Sekundarstufe 1,Deutschland,Schulbuch",1891,Geschichtsunterricht,Leipzig,Bredow,Sekundarstufe 1,,Griechische und römische Geschichte,ger,Gymnasium,
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1891,Geschichtsunterricht,Leipzig,Teubner,Sekundarstufe 1,GEIsb000119869,Geschichtlich-geographischer Wegweiser für das Mittelalter und die neuere Zeit,,Gymnasium,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1891,Erstleseunterricht,Berlin,Wiegandt & Grieben,Grundschule,GEIsb000090284,Deutsche Schreib-Lese-Fibel nach der analytisch-synthetischen Lesemethode,,,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1891,Erstleseunterricht,Berlin,Wiegandt & Grieben,Grundschule,GEIsb000083836,Deutsche Fibel nach der analytisch-synthetischen Lesemethode,,,
"Deutschunterricht,Deutschland,Lesebuch",1891,Muttersprachlicher  Unterricht,Leipzig,Voigtländer,k07,GEIsb000098186,Lebensbilder aus der deutschen Götter- und Heldensage,ger,,
"Geografieunterricht,Grundschule,Deutschland,Schulbuch",1891,Geographieunterricht,Gießen,Roth,Grundschule,GEIsb000093072,Der @heimatkundliche Anschauungsunterricht,ger,,
"Sozialkundeunterricht,Politischer Unterricht,Deutschland,Lehrmittel",1891,Sozialkundeunterricht,Gütersloh,Bertelsmann,k07,GEIsb000019781,"Die @Gesellschaftskunde, eine notwendige Ergänzung des Geschichtsunterrichts",ger,,
"Geschichtsunterricht,Sekundarstufe 2,Deutschland,Schulbuch",1891,Geschichtsunterricht,Leipzig,Freytag,Sekundarstufe 2,GEIsb000012182,Lehrbuch der Allgemeinen Geschichte,,,
"Deutschunterricht,Berufsbildende Schule,Deutschland,Lesebuch",1891,Muttersprachlicher  Unterricht,Leipzig,Klinkhardt,Berufliche Bildungsgänge,GEIsb2170064x02891,Für die oberen Stufen mehrklassiger Fortbildungsschulen,ger,,
"Geografieunterricht,Deutschland,Lehrmittel",1891,Geographieunterricht,Leipzig,Hinrichs,k07,GEIsb2400029x05891,Charakterbilder aus Europa,ger,,
"Geografieunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1891,Geographieunterricht,Halle,Buchh. des Waisenhauses,Sekundarstufe 1,GEIsb000014427,Schulgeographie,,Gymnasium,
"Geschichtsunterricht,Deutschland,Lehrmittel",1891,Geschichtsunterricht,Hamburg,Meißner,k07,GEIsb000018446,Tabellen zur Weltgeschichte,ger,,
"Deutschunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Lesebuch",1891,Muttersprachlicher  Unterricht,Leipzig,Teubner,Sekundarstufe 1,GEIsb21000930x03891,@,ger,Gymnasium,
"Deutschunterricht,Realschule,Sekundarstufe 1,Deutschland,Lesebuch",1891,Muttersprachlicher  Unterricht,Leipzig,Klinkhardt,Sekundarstufe 1,GEIsb2080024x03891,Haus und Welt,ger,Realschule,
"Deutschunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Lesebuch",1891,Muttersprachlicher  Unterricht,Hannover,Helwing,Sekundarstufe 1,GEIsb2050031x04891,,ger,Gymnasium,
"Geschichtsunterricht,Realschule,Sekundarstufe 1,Deutschland,Schulbuch",1891,Geschichtsunterricht,München,Pohl,Sekundarstufe 1,GEIsb000011517,Vaterländische Geschichtsbilder,,Realschule,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1891,Erstleseunterricht,Essen,Bädeker,Grundschule,GEIsb000022021,Fibel oder der Schreib-Lese-Unterricht für die Unterklassen der Volksschule,,,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1891,Erstleseunterricht,Magdeburg,Creutz,Grundschule,GEIsb000016355,Erstes Lesebuch,,,
"Deutschunterricht,Berufsbildende Schule,Deutschland,Lesebuch",1891,Muttersprachlicher  Unterricht,Leipzig,Berlin,Berufliche Bildungsgänge,GEIsb000021271,Lehr- und Lesebuch für städtische und gewerbliche Fortbildungsschulen,ger,,
"Geografieunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1891,Geographieunterricht,Halle,Buchh. des Waisenhauses,Sekundarstufe 1,GEIsb000030396,Lehrbuch der Geographie für höhere Unterrichtsanstalten,,Gymnasium,
"Deutschunterricht,Berufsbildende Schule,Deutschland,Lesebuch",1891,Muttersprachlicher  Unterricht,Döbeln,Schmidt,Berufliche Bildungsgänge,GEIsb000011720,Größeres Lesebuch für Fortbildungsschulen in Stadt und Land,ger,,
"Deutschunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Lesebuch",1891,Muttersprachlicher  Unterricht,Berlin,Grote,Sekundarstufe 1,GEIsb2050036x03891,,ger,Gymnasium,
"Deutschunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Lesebuch",1891,Muttersprachlicher  Unterricht,Frankfurt am Main,Diesterweg,Sekundarstufe 1,GEIsb2020011x060891,Lesebuch zur Einführung in die deutsche Litteratur,ger,Gymnasium,
"Geografieunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1891,Geographieunterricht,Breslau,Hirt,Sekundarstufe 1,GEIsb2250001x101x09891,Landeskunde der Provinz Hessen-Nassau,ger,Gymnasium,
"Geografieunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1891,Geographieunterricht,Breslau,Hirt,Sekundarstufe 1,GEIsb2250001x111x21891,Landeskunde von Schleswig-Holstein,ger,Gymnasium,
"Deutschunterricht,Hauptschule,Sekundarstufe 1,Deutschland,Lesebuch",1891,Muttersprachlicher  Unterricht,Stuttgart,Dt. Verl.-Anst.,Sekundarstufe 1,GEIsb2010327x02891,,ger,Hauptschule,
"Geschichtsunterricht,Deutschland,Lehrmittel",1891,Geschichtsunterricht,Wiesbaden,Bergmann,k07,GEIsb000018773,Deutsche Volks- und Kulturgeschichte für Schule und Haus,,,
"Realien,Sekundarstufe 1,Deutschland,Schulbuch",1891,Realien,Breslau,Hirt,Sekundarstufe 1,GEIsb2840015x25891,,ger,,
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1891,Geschichtsunterricht,Heidelberg,Winter,Sekundarstufe 1,GEIsb000016747,Leitfaden der Weltgeschichte,,Gymnasium,
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1891,Geschichtsunterricht,Wiesbaden,Kunze,Sekundarstufe 1,GEIsb000019024,Hilfsbuch für den ersten Unterricht in der deutschen Geschichte,,Gymnasium,
"Geschichtsunterricht,Hauptschule,Sekundarstufe 1,Deutschland,Schulbuch",1891,Geschichtsunterricht,Langensalza,Beyer,Sekundarstufe 1,GEIsb000020443,Handbuch für den Geschichtsunterricht in preußischen Volksschulen,,Hauptschule,
"Geschichtsunterricht,Sekundarstufe 2,Deutschland,Schulbuch",1891,Geschichtsunterricht,Leipzig,Baedeker,Sekundarstufe 2,GEIsb1530001x03891,Die @neuere Zeit,,,
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1891,Geschichtsunterricht,Leipzig,Voigtländer,Sekundarstufe 1,GEIsb000018925,Grundriß der Weltgeschichte für höhere Lehranstalten,,Gymnasium,
"Geschichtsunterricht,Deutschland,Lehrmittel",1891,Geschichtsunterricht,Münster,Schöningh,k07,GEIsb000016465,Das @Altertum,ger,,
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1891,Geschichtsunterricht,Leipzig,Voigtländer,Sekundarstufe 1,GEIsb000006568,Abriß der Weltgeschichte mit eingehender Berücksichtigung der Kultur- und Kunstgeschichte für höhere Mädchenschulen,,Gymnasium,
"Geschichtsunterricht,Sekundarstufe 1,Deutschland,Schulbuch",1891,Geschichtsunterricht,Leipzig,Voigtländer,Sekundarstufe 1,GEIsb000010424,Erzählungen aus der Weltgeschichte,,,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1891,Erstleseunterricht,Gotha,Thienemann,Grundschule,GEIsb000010756,Fibel,,,
"Geografieunterricht,Geschichtsunterricht,Höhere Schule,Gymnasium,Bürgerschule,Sekundarstufe 1,Schulbuch",1891,Geschichtsunterricht,Leipzig,Baedeker,Sekundarstufe 1,GEIsb1490001x01891,Das @Altertum,ger,Gymnasium,
"Deutschunterricht,Sekundarstufe 2,Deutschland,Lesebuch",1891,Muttersprachlicher  Unterricht,Berlin,Gaertner,Sekundarstufe 2,GEIsb000007627,Musterstücke deutscher Prosa,ger,,
"Deutschunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Lesebuch",1891,Muttersprachlicher  Unterricht,Breslau,Hirt,Sekundarstufe 1,GEIsb2020054x05891,,ger,Gymnasium,
"Geschichtsunterricht,Deutschland,Lehrmittel",1891,Geschichtsunterricht,Berlin,Hertz,k07,GEIsb000007127,Leitfaden der vaterländischen Geschichte für Schule und Haus,ger,,
"Realien,Sekundarstufe 1,Deutschland,Schulbuch",1891,Realien,Hannover,Helwing,Sekundarstufe 1,GEIsb000015242,Weltkunde,,,
"Deutschunterricht,Grundschule,Deutschland,Lesebuch",1891,Muttersprachlicher  Unterricht,Breslau,Hirt,Grundschule,GEIsb2010012x02891,Lesebuch für die Unterstufe,ger,,
"Geografieunterricht,Deutschland,Lehrmittel",1891,Geographieunterricht,Leipzig,Hinrichs,k07,GEIsb2400029x08891,Charakterbilder aus Amerika,ger,,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1891,Erstleseunterricht,Breslau,Hirt,Grundschule,GEIsb2010016x010891,Fibel und Lesebuch für die Unterstufe,,,
"Deutschunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Lesebuch",1891,Muttersprachlicher  Unterricht,Hannover,Helwing,Sekundarstufe 1,GEIsb2050031x03891,,ger,Gymnasium,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1891,Erstleseunterricht,Leipzig,Klinkhardt,Grundschule,GEIsb2010346x01891,Lese- und Schreib-Fibel für Elementarklassen,,,
"Deutschunterricht,Gymnasium,Grundschule,Deutschland,Lesebuch",1891,Muttersprachlicher  Unterricht,Leipzig,Teubner,Grundschule,GEIsb2020031x01891,Unterstufe: Erster Kursus,ger,Gymnasium,
"Geschichtsunterricht,Sekundarstufe 1,Deutschland,Schulbuch",1891,Geschichtsunterricht,Leipzig,Voigtländer,Sekundarstufe 1,GEIsb2480005x08891,Die @preußische Provinz Hannover und das Herzogtum Braunschweig,,,
"Deutschunterricht,Grundschule,Deutschland,Lesebuch",1891,Muttersprachlicher  Unterricht,Leipzig,Berlin,Grundschule,GEIsb2010295x02891,Der @Wohnort,ger,,
"Realien,Berufsbildende Schule,Deutschland,Lehrmittel",1891,Realien,Essen,Bädeker,Berufliche Bildungsgänge,GEIsb2870037x01891,,ger,,
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1891,Geschichtsunterricht,Münster,Coppenrath,Sekundarstufe 1,GEIsb2490031x01891,Die @Geschichte des Altertums,ger,Gymnasium,
"Deutschunterricht,Realschule,Sekundarstufe 1,Deutschland,Lesebuch",1891,Muttersprachlicher  Unterricht,Bielefeld,Velhagen & Klasing,Sekundarstufe 1,GEIsb2030021x06891,,ger,Realschule,
"Geschichtsunterricht,Sekundarstufe 1,Deutschland,Schulbuch",1891,Geschichtsunterricht,Gütersloh,Bertelsmann,Sekundarstufe 1,GEIsb000013096,Kurze Darstellung der deutschen Geschichte,,,
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1891,Geschichtsunterricht,Berlin,Vahlen,Sekundarstufe 1,GEIsb000013406,Leitfaden für den Geschichtsunterricht in höheren Bürger- und Mädchenschulen,,Gymnasium,
"Geschichtsunterricht,Sekundarstufe 1,Deutschland,Schulbuch",1891,Geschichtsunterricht,Leipzig,Voigtländer,Sekundarstufe 1,GEIsb000017254,Erzählungen aus der deutschen Geschichte,ger,,
"Deutschunterricht,Hauptschule,Sekundarstufe 1,Deutschland,Lesebuch",1891,Muttersprachlicher  Unterricht,Dortmund,Crüwell,Sekundarstufe 1,GEIsb2060126x02891,Oberstufe,ger,Hauptschule,
"Realien,Berufsbildende Schule,Deutschland,Lehrmittel",1891,Realien,München,Oldenbourg,Berufliche Bildungsgänge,GEIsb000008040,Lesebuch für weibliche Fortbildungs- und Feiertagsschulen,ger,,
"Geschichtsunterricht,Deutschland,Lehrmittel",1891,Geschichtsunterricht,Münster,Schöningh,k07,GEIsb2600054x03891,Neuere Zeit,ger,,
"Geografieunterricht,Realschule,Sekundarstufe 1,Deutschland,Schulbuch",1891,Geographieunterricht,München,Oldenbourg,Sekundarstufe 1,GEIsb000012406,Leitfaden der Geographie für Mittelschulen,ger,Realschule,
"Geschichtsunterricht,Deutschland,Lehrmittel",1891,Geschichtsunterricht,Münster,Schöningh,k07,GEIsb2600054x02891,Das @Mittelalter,ger,,
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1891,Geschichtsunterricht,Leipzig,Kesselring,Sekundarstufe 1,GEIsb1490022x01891,Für den Unterricht in Unterklassen berechnet,,Gymnasium,
"Geschichtsunterricht,Deutschland,Lehrmittel",1891,Geschichtsunterricht,Hannover,Helwing,k07,GEIsb000012417,Die @Geschichte in tabellarischer Übersicht,,,
"Geschichtsunterricht,Deutschland,Lehrmittel",1891,Geschichtsunterricht,Cöthen,Schulze,k07,GEIsb2600059x03891,,ger,,
"Geografieunterricht,Deutschland,Lehrmittel",1891,Geographieunterricht,Leipzig,Hinrichs,k07,GEIsb2400029x07891,Charakterbilder aus Afrika,ger,,
"Geografieunterricht,Sekundarstufe 1,Deutschland,Schulbuch",1891,Geographieunterricht,Wittenberg,Herrosé,Sekundarstufe 1,GEIsb2280015x03891,"Geographie von Asien, Afrika, Amerika und Australien",ger,,
"Geschichtsunterricht,Deutschland,Lehrmittel",1891,Geschichtsunterricht,Wolfenbüttel,Zwißler,k07,NLD15833,Unser Land,ger,,
"Geografieunterricht,Sekundarstufe 2,Deutschland,Schulbuch",1891,Geographieunterricht,Leipzig,Brandstetter,Sekundarstufe 2,GEIsb1330001x020891,,,,
"Geografieunterricht,Sekundarstufe 2,Deutschland,Schulbuch",1891,Geographieunterricht,Leipzig,Brandstetter,Sekundarstufe 2,GEIsb1330001x010891,,,,
"Deutschunterricht,Grundschule,Deutschland,Lesebuch",1891,Muttersprachlicher  Unterricht,Metz,Even,Grundschule,GEIsb2010508x02891,Lesebuch für die obere Abteilung der Unterstufe katholischer Elementarschulen,ger,,
"Geografieunterricht,Sekundarstufe 2,Deutschland,Schulbuch",1891,Geographieunterricht,Frankfurt,Jaeger,Sekundarstufe 2,GEIsb000011797,Lehrbuch der allgemeinen Geographie für höhere Lehranstalten,,,
"Geografieunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1891,Geographieunterricht,Halle,Buchh. des Waisenhauses,Sekundarstufe 1,GEIsb000011164,Leitfaden für den Unterricht in der Geographie,,Gymnasium,
"Geografieunterricht,Deutschland,Lehrmittel",1891,Geographieunterricht,Leipzig,Hinrichs,k07,GEIsb2400029x10891,Charakterbilder aus Deutschland,ger,,
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1891,Geschichtsunterricht,Oldenburg,Stalling,Sekundarstufe 1,GEIsb2490051x01891,Erzählungen aus der Geschichte des Mittelalters in biographischer Form,,Gymnasium,
"Geschichtsunterricht,Sekundarstufe 2,Deutschland,Schulbuch",1891,Geschichtsunterricht,Berlin,Grote,Sekundarstufe 2,GEIsb2530031x01891,Leitfaden für den Unterricht in der Geschichte des Altertums,ger,,
"Geografieunterricht,Sekundarstufe 2,Deutschland,Schulbuch",1891,Geographieunterricht,Leipzig,Brandstetter,Sekundarstufe 2,GEIsb1330001x030891,Charakterbilder deutschen Landes und Lebens für Schule und Haus,,,
"Deutschunterricht,Realschule,Sekundarstufe 1,Deutschland,Lesebuch",1891,Muttersprachlicher  Unterricht,Bielefeld,Velhagen & Klasing,Sekundarstufe 1,GEIsb2030021x07891,,ger,Realschule,
"Geschichtsunterricht,Sekundarstufe 2,Deutschland,Schulbuch",1891,Geschichtsunterricht,Hannover,Hahn,Sekundarstufe 2,GEIsb000012597,Übersichten zur preussisch-deutschen Geschichte,,,
"Deutschunterricht,Hauptschule,Sekundarstufe 1,Deutschland,Lesebuch",1891,Muttersprachlicher  Unterricht,Braunschweig,Appelhans & Pfenningstorff,Sekundarstufe 1,GEIsb2060028x01891,Für Mittelklassen,ger,Hauptschule,
"Deutschunterricht,Lehrerbildungsanstalt,Deutschland,Lesebuch",1891,Muttersprachlicher  Unterricht,Gotha,Thienemann,k08,GEIsb2160003x02891,Für die Unterstufe der Lehrerseminare,ger,,
"Deutschunterricht,Realschule,Sekundarstufe 1,Deutschland,Lesebuch",1891,Muttersprachlicher  Unterricht,Bielefeld,Velhagen & Klasing,Sekundarstufe 1,GEIsb2030021x08891,,ger,Realschule,
"Deutschunterricht,Deutschland,Lesebuch",1891,Muttersprachlicher  Unterricht,Berlin,Hertz,k07,GEIsb2200020x01891,Vaterländisches,ger,,
"Deutschunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Lesebuch",1891,Muttersprachlicher  Unterricht,Frankfurt am Main,Diesterweg,Sekundarstufe 1,GEIsb2020011x04891,,ger,Gymnasium,
"Deutschunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Lesebuch",1891,Muttersprachlicher  Unterricht,Lahr,Schauenburg,Sekundarstufe 1,GEIsb2050064x02891,Für die vierte und dritte Klasse der Gymnasien und Realschulen,ger,Gymnasium,
"Geschichtsunterricht,Sekundarstufe 2,Deutschland,Schulbuch",1891,Geschichtsunterricht,Wiesbaden,Kunze,Sekundarstufe 2,GEIsb2530036x020891,Geschichte des Mittelalters,,,
"Deutschunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Lesebuch",1891,Muttersprachlicher  Unterricht,Berlin,Mittler,Sekundarstufe 1,GEIsb000020529,Germanisches Sagen- und Märchenbuch,ger,Gymnasium,
"Deutschunterricht,Deutschland,Lesebuch",1891,Muttersprachlicher  Unterricht,Berlin,Hertz,k07,GEIsb2200020x018911,Vaterländisches,ger,,
"Deutschunterricht,Grundschule,Deutschland,Lesebuch",1891,Muttersprachlicher  Unterricht,Nürnberg,Korn,Grundschule,GEIsb000010876,Deutsches Lesebuch für die Unterklasse,ger,,
"Realien,Hauptschule,Sekundarstufe 1,Deutschland,Schulbuch",1891,Realien,Hildburghausen,Gadow,Sekundarstufe 1,GEIsb2820022x03891,,ger,Hauptschule,
"Geschichtsunterricht,Sekundarstufe 2,Deutschland,Schulbuch",1891,Geschichtsunterricht,Wiesbaden,Kunze,Sekundarstufe 2,GEIsb2530036x011891,Alte Geschichte,,,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1891,Erstleseunterricht,Braunschweig,Leipzig,Grundschule,GEIsb000008950,Fibel oder erstes Lesebuch,,,
"Deutschunterricht,Berufsbildende Schule,Deutschland,Lesebuch",1891,Muttersprachlicher  Unterricht,München,Oldenbourg,Berufliche Bildungsgänge,GEIsb000020223,Lesebuch für gewerbliche Fortbildungsschulen,ger,,
"Deutschunterricht,Hauptschule,Sekundarstufe 1,Deutschland,Lesebuch",1891,Muttersprachlicher  Unterricht,Weimar,Böhlau,Sekundarstufe 1,GEIsb2060031x02891,(Für das 7. und 8. Schuljahr),ger,Hauptschule,
"Deutschunterricht,Grundschule,Deutschland,Lesebuch",1891,Muttersprachlicher  Unterricht,Leipzig,Klinkhardt,Grundschule,GEIsb2080024x02891,Haus und Vaterland,ger,,
"Deutschunterricht,Hauptschule,Sekundarstufe 1,Deutschland,Lesebuch",1891,Muttersprachlicher  Unterricht,Dortmund,Crüwell,Sekundarstufe 1,GEIsb000008902,Lesebuch für die Oberklassen katholischer Volksschulen,ger,Hauptschule,
"Geschichtsunterricht,Deutschland,Lehrmittel",1891,Geschichtsunterricht,Leipzig,Teubner,Sekundarstufe 2,GEIsb000009402,Reallexikon des klassischen Alterthums für Gymnasien,,Gymnasium,
"Geografieunterricht,Grundschule,Deutschland,Schulbuch",1891,Geographieunterricht,Osterwieck/Harz,Zickfeldt,Grundschule,GEIsb000010850,Heimatskunde des Herzogtums Braunschweig,ger,,
"Geschichtsunterricht,Sekundarstufe 1,Deutschland,Schulbuch",1891,Geschichtsunterricht,Langensalza,Greßler,Sekundarstufe 1,GEIsb000011866,Der @kleine Patriot,ger,,
"Geschichtsunterricht,Deutschland,Lehrmittel",1891,Geschichtsunterricht,Braunschweig,Appelhans & Pfenningstorff,k07,GEIsb2600017x04891,Johann Vasmer von Bremen,ger,,
"Geschichtsunterricht,Deutschland,Lehrmittel",1891,Geschichtsunterricht,Breslau,Freund,k07,,Rom,ger,,
"Geschichtsunterricht,Deutschland,Lehrmittel",1891,Geschichtsunterricht,Leipzig,Wachsmuth,k07,GEIsb2600088x01891,"Kommentar zu Serie I der kulturgeschichtlichen Bilder, enthaltend: 1. Germanisches Gehöfte, vor der Völkerwanderung; 2. Ritterburg, 13. Jahrhundert; 3. Im Rittersaale, 13. Jahrhundert; 4. Turnier, 13. Jahrhundert",ger,,Theodor Heymann
"Sachsen,Deutschland,Volksschule,Lehrplan,Richtlinie",1891,Religionsunterricht,Leipzig,Richter,Sekundarstufe 1,MPIBaz0500861,Kursächsische Volksschulordnungen,ger,Hauptschule,
"Wolfenbüttel,Deutschland,Bürgerschule,Lehrplan",1891,Religionsunterricht,Wolfenbüttel,Zwitzler,Sekundarstufe 1,,Lehrplan der Ersten Bürgerschule zu Wolfenbüttel,ger,,
"Deutschland,Deutschunterricht,Höhere Schule,Gymnasium,Lehrplan",1891,Muttersprachlicher  Unterricht,Berlin,Gaertner,Sekundarstufe 2,,Ausgeführter Lehrplan im Deutschen für die mittleren und oberen Klassen höherer Lehranstalten,ger,Gymnasium,E. Schnippel
"Preußen,Deutschland,Höhere Schule,Gymnasium,Realgymnasium,Oberrealschule,Realschule,Lehrplan,Preußen,Deutschland,Höhere Schule,Reifeprüfung,Prüfungsordnung,Höhere Schule,Schuljahr 10,Prüfung,Prüfungsordnung",1891,u080,Berlin,Hertz (Bessersche Buchh.),,stac0048393,Lehrpläne und Lehraufgaben für die höheren Schulen nebst Erläuterungen und Ausführungsbestimmungen,ger,,
"Preußen,Deutschland,Höhere Schule,Gymnasium,Oberrealschule,Realschule,Schulbuch,Verzeichnis",1890,u081,,,,,"Verzeichnis der gegenwärtig an den preußischen Gymnasien, Progymnasien, Realgymnasien, Oberrealschulen, Realprogymnasien, Realschulen und höheren Bürgerschulen eingeführten Schulbücher",ger,,
"Realien,Sekundarstufe 1,Deutschland,Schulbuch",1890,Realien,Breslau,Goerlich,Sekundarstufe 1,,Realienbuch für mehrklassige Schulen,ger,,
"Deutschunterricht,Deutschland,Lehrmittel",1890,Muttersprachlicher  Unterricht,Wurzen [u.a.],Kiesler,k07,,Einhundert und fünfzig ausgewählte deutsche Gedichte,ger,,
"Deutschunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Lesebuch",1890,Muttersprachlicher  Unterricht,Berlin,Herbig,Sekundarstufe 1,GEIsb000094521,Auswahl deutscher Gedichte für höhere Mädchenschulen,ger,Gymnasium,
"Deutschunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Lesebuch",1890,Muttersprachlicher  Unterricht,Leipzig,Teubner,Sekundarstufe 1,GEIsb21000930x01890,@,ger,Gymnasium,
"Deutschunterricht,Grundschule,Deutschland,Lesebuch",1890,Muttersprachlicher  Unterricht,Bielefeld,Velhagen & Klasing,Grundschule,GEIsb2010579x01890,,ger,,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1890,Erstleseunterricht,Hanau,Verl. des Vereinigten Evang. Waisenhauses,Grundschule,GEIsb000093171,Fibel und erstes Lesebüchlein,,,
"Deutschunterricht,Grundschule,Deutschland,Lesebuch",1890,Muttersprachlicher  Unterricht,Dresden,Bleyl & Kaemmerer,Grundschule,GEIsb000105951,Thüringische Sagen und Nibelungen,ger,,
"Deutschunterricht,Hauptschule,Sekundarstufe 1,Deutschland,Lesebuch",1890,Muttersprachlicher  Unterricht,Neuwied,Schneider,Sekundarstufe 1,GEIsb2010268x04890,Germania,ger,Hauptschule,
"Sozialkundeunterricht,Politischer Unterricht,Deutschland,Lehrmittel",1890,Sozialkundeunterricht,Gütersloh,Bertelsmann,k07,GEIsb000015236,Repetitorium der Gesellschaftskunde zur Ergänzung des Geschichtsunterrichts,ger,,
"Geschichtsunterricht,Deutschland,Lehrmittel",1890,Geschichtsunterricht,Leipzig,Leipziger Schulbilderverl. Wachsmuth,k07,GEIsb2600088x03890,Kommentar zu Serie III der Kulturgeschichtlichen Bilder,ger,,
"Geschichtsunterricht,Deutschland,Lehrmittel",1890,Geschichtsunterricht,Langensalza,Schulbuchh. Gressler,k07,GEIsb000011782,Generalfeldmarschall Graf Moltke,ger,,
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1890,Geschichtsunterricht,Wiesbaden,Kunze,Sekundarstufe 1,GEIsb000019023,Hilfsbuch für den ersten Unterricht in der deutschen Geschichte,,Gymnasium,
